atletas.nome;atletas.atleta_id;atletas.rodada_id;atletas.posicao_id;atletas.status_id;pontos.rodada.ant;atletas.preco_num;atletas.media_num;atletas.clube.id.full.name;FC;FD;FF;FS;G;I;RB;CA;PE;A;SG;DD;FT;GS;CV;GC;PP;DP;jogou.partida.ant;vitoria.ou.derrota.ant;confronto.ant;resultado.partida;confronto.atual;pontuacao_rodada_anterior_ADV;sede.rodada.atual;classificacao
Matheus Leonardo Sales Cardoso;93886;29;mei;Provável;0.0;3.71;2.25;América-MG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota;Atlético-PR;0 x 4;Atlético-MG;30.33;casa;ruim
Fábio Santos Romeu;38229;29;lat;Provável;3.9;7.01;3.05;Atlético-MG;0;0;0;3;0;0;2;0;2;0;0;0;0;0;0;0;0;0;sim;derrota;Chapecoense;0 x 1;América-MG;62.63;casa;ruim
Ricardo de Oliveira;38910;29;ata;Provável;0.0;11.64;5.83;Atlético-MG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota;Chapecoense;0 x 1;América-MG;62.63;casa;ruim
Adilson Warken;50307;29;mei;Provável;0.0;6.59;3.16;Atlético-MG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota;Chapecoense;0 x 1;América-MG;62.63;casa;ruim
Victor Leandro Bagy;52950;29;gol;Provável;-1.5;13.47;3.62;Atlético-MG;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;sim;derrota;Chapecoense;0 x 1;América-MG;62.63;casa;ruim
Elias Mendes Trindade;54395;29;mei;Provável;1.7;6.82;3.46;Atlético-MG;2;0;2;2;0;0;2;1;3;0;0;0;0;0;0;0;0;0;sim;derrota;Chapecoense;0 x 1;América-MG;62.63;casa;ruim
Patric Cabral Lalau;60969;29;lat;Provável;0.0;4.21;1.41;Atlético-MG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota;Chapecoense;0 x 1;América-MG;62.63;casa;ruim
Luan Madson Gedeão De Paiva;63219;29;ata;Provável;1.4;14.87;5.06;Atlético-MG;2;0;1;2;0;0;1;0;3;0;0;0;0;0;0;0;0;0;sim;derrota;Chapecoense;0 x 1;América-MG;62.63;casa;ruim
Juan Ramón  Cazares Sevillano;81682;29;mei;Provável;0.0;10.63;4.21;Atlético-MG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota;Chapecoense;0 x 1;América-MG;62.63;casa;ruim
Gabriel Costa França;87393;29;zag;Provável;3.2;6.31;2.31;Atlético-MG;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;sim;derrota;Chapecoense;0 x 1;América-MG;62.63;casa;ruim
Iago Justen Maidana Martins;89226;29;zag;Provável;0.0;4.69;2.14;Atlético-MG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota;Chapecoense;0 x 1;América-MG;62.63;casa;ruim
Yimmi Javier Chará Zamora;99891;29;ata;Provável;-0.4;9.24;3.4;Atlético-MG;2;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;sim;derrota;Chapecoense;0 x 0;América-MG;62.63;casa;ruim
Thiago Larghi;101957;29;tec;Provável;2.53;11.76;4.62;Atlético-MG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;derrota;Chapecoense;0 x 1;América-MG;62.63;casa;ruim
Paulo André Cren Benini;37604;29;zag;Provável ;3.3;7.28;2.81;Atlético-PR;0;0;0;0;0;0;1;1;4;0;1;0;0;0;0;0;0;0;sim;vitoria ;Chapecoense ;4 x 0;Sport;44.62;casa;bom
Jonathan Cícero Moreira;37662;29;lat;Provável ;0.0;9.39;4.26;Atlético-PR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Chapecoense ;4 x 0;Sport;44.62;casa;ruim
Thiago Heleno Henrique Ferreira;38394;29;zag;Provável ;5.7;10.39;3.92;Atlético-PR;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;sim;vitoria ;Chapecoense ;4 x 0;Sport;44.62;casa;exelente
Aderbar Melo dos Santos Neto;69012;29;gol;Provável ;5.0;10.45;4.66;Atlético-PR;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;sim;vitoria ;Chapecoense ;4 x 0;Sport;44.62;casa;bom
Marcelo Cirino da Silva;69022;29;ata;Provável ;7.9;6.29;4.02;Atlético-PR;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;sim;vitoria ;Chapecoense ;4 x 0;Sport;44.62;casa;ruim
Pablo Felipe Teixeira;69138;29;ata;Provável ;5.8;11.46;5.36;Atlético-PR;2;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;Chapecoense ;4 x 0;Sport;44.62;casa;ruim
Maycon Vinícius Ferreira da Cruz;69705;29;mei;Provável ;16.1;10.95;3.39;Atlético-PR;1;0;0;3;1;0;0;0;3;1;0;0;1;0;0;0;0;0;sim;vitoria ;Chapecoense ;4 x 0;Sport;44.62;casa;ruim
Luis Oscar González;71479;29;mei;Provável ;0.9;4.5;1.16;Atlético-PR;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;sim;vitoria ;Chapecoense ;4 x 0;Sport;44.62;casa;ruim
Raphael Cavalcante Veiga;94509;29;mei;Provável ;9.4;7.92;3.55;Atlético-PR;1;0;2;1;1;0;2;1;4;0;0;0;0;0;0;0;0;0;sim;vitoria ;Chapecoense ;4 x 0;Sport;44.62;casa;bom
Renan Augusto Lodi dos Santos;96591;29;lat;Provável ;11.0;4.74;4.08;Atlético-PR;2;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;sim;vitoria ;Chapecoense ;4 x 0;Sport;44.62;casa;bom
Tiago Retzlaff Nunes;98057;29;tec;Provável ;8.65;11.09;4.69;Atlético-PR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;Chapecoense ;4 x 0;Sport;44.62;casa;bom
Bruno Guimarães Rodriguez Moura;98352;29;mei;Provável ;9.3;6.37;2.47;Atlético-PR;0;0;0;2;0;0;3;0;4;1;0;0;0;0;0;0;0;0;sim;vitoria ;Chapecoense ;4 x 0;Sport;44.62;casa;ruim
Nilton Ferreira Júnior;38573;29;mei;Dúvida;5.9;5.06;2.53;Bahia;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;sim;empate ;Grêmio ;2 x 2;Paraná ;0.76;casa;ruim
Bruno Vieira do Nascimento;42499;29;lat;Provável;0.0;4.6;2.58;Bahia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Grêmio ;2 x 2;Paraná ;0.76;casa;bom
Gilberto Oliveira Souza Júnior;61188;29;ata;Provável;0.3;13.42;6.41;Bahia;4;0;2;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;sim;empate ;Grêmio ;2 x 2;Paraná ;0.76;casa;ruim
Enderson Alves Moreira;62137;29;tec;Provável;3.52;11.32;3.7;Bahia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;empate ;Grêmio ;2 x 2;Paraná ;0.76;casa;bom
José  ÉlberPimentel da Silva;74140;29;mei;Provável;20.6;8.08;4.03;Bahia;2;0;0;4;2;0;3;0;3;0;0;0;0;0;0;0;0;0;sim;empate ;Grêmio ;2 x 2;Paraná ;0.76;casa;exelente
Douglas Ricardo Grolli;78407;29;zag;Provável;0.0;3.23;2.08;Bahia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Grêmio ;2 x 2;Paraná ;0.76;casa;bom
Douglas Alan Schuck Friedrich;78584;29;gol;Provável;5.2;5.37;2.15;Bahia;0;0;0;1;0;0;0;0;1;0;0;3;0;2;0;0;0;0;sim;empate ;Grêmio ;2 x 2;Paraná ;0.76;casa;exelente
Lucas Fonseca da Silva;80189;29;zag;Provável;-0.3;7.53;2.59;Bahia;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;sim;empate ;Grêmio ;2 x 2;Paraná ;0.76;casa;ruim
José Rafael Vivian;82455;29;mei;Provável;10.7;18.94;6.9;Bahia;3;1;1;2;0;0;3;0;1;1;0;0;0;0;0;0;0;0;sim;empate ;Grêmio ;2 x 2;Paraná ;0.76;casa;bom
Leonardo Pinheiro da Conceição;85626;29;lat;Provável;0.7;9.51;3.23;Bahia;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;sim;empate ;Grêmio ;2 x 2;Paraná ;0.76;casa;ruim
Flávio Medeiros da Silva;91102;29;mei;Dúvida;0.0;3.07;1.72;Bahia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Grêmio ;2 x 2;Paraná ;0.76;casa;ruim
Gregore de Magalhães da Silva;95464;29;mei;Provável;0.9;7.79;2.95;Bahia;6;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;sim;empate ;Grêmio ;2 x 2;Paraná ;0.76;casa;ruim
Eric dos Santos Rodrigues;103295;29;mei;Provável;-0.8;6.49;4.47;Bahia;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;sim;empate ;Grêmio ;2 x 2;Paraná ;0.76;casa;bom
Gilson Gomes do Nascimento;52674;29;lat;Provável;0.0;8.76;3.94;Botafogo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Vasco ;1 x 1;Ceará ;0.0;fora;exelente
Rodrigo Pimpão Viana;68901;29;ata;Dúvida;-0.8;4.32;1.39;Botafogo;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;sim;empate ;Vasco ;1 x 1;Ceará ;0.0;fora;ruim
Welker Marçal de Almeida;68930;29;ata;Provável;4.4;7.08;4.33;Botafogo;3;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;sim;empate ;Vasco ;1 x 1;Ceará ;0.0;fora;ruim
Rodrigo Oliveira Lindoso;72362;29;mei;Provável;-1.8;9.91;4.59;Botafogo;1;0;1;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;sim;empate ;Vasco ;1 x 1;Ceará ;0.0;fora;ruim
Renato Vieira Rodrigues;80395;29;mei;Dúvida;0.0;4.97;2.49;Botafogo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Vasco ;1 x 1;Ceará ;0.0;fora;ruim
Erik Nascimento Lima;84848;29;ata;Dúvida;3.9;2.66;2.56;Botafogo;0;0;0;3;0;0;2;0;2;0;0;0;0;0;0;0;0;0;sim;empate ;Vasco ;0 x 0;Ceará ;0.0;fora;ruim
Jean Carlos de Souza Irmer;89150;29;mei;Dúvida;0.0;5.24;4.03;Botafogo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Vasco ;1 x 1;Ceará ;0.0;fora;ruim
Saulo Ferreira Silva Nascimento;89492;29;gol;Provável;4.2;3.83;3.0;Botafogo;0;0;0;1;0;0;0;0;1;0;0;2;0;1;0;0;0;0;sim;empate ;Vasco ;1 x 1;Ceará ;0.0;fora;exelente
Igor Rabello da Costa;89493;29;zag;Provável;6.1;11.08;3.42;Botafogo;0;1;1;1;0;0;3;0;3;0;0;0;0;0;0;0;0;0;sim;empate ;Vasco ;1 x 1;Ceará ;0.0;fora;bom
Luiz Fernando Moraes dos Santos;90715;29;mei;Provável;11.8;4.81;2.43;Botafogo;2;0;2;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;sim;empate ;Vasco ;1 x 1;Ceará ;0.0;fora;ruim
Márcio Almeida de Oliveira;93797;29;lat;Provável;-1.9;6.7;3.27;Botafogo;1;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;sim;empate ;Vasco ;1 x 1;Ceará ;0.0;fora;ruim
Marcelo da Conceição Benevenuto Malaquias;95638;29;zag;Provável;0.0;6.68;3.07;Botafogo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Vasco ;1 x 1;Ceará ;0.0;fora;bom
José Ricardo Mannarino;95780;29;tec;Provável;3.57;9.31;3.39;Botafogo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;empate ;Vasco ;1 x 1;Ceará ;0.0;fora;bom
Gustavo Costa da Silva Machado;95798;29;mei;Provável;2.0;4.46;2.88;Botafogo;0;0;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;sim;empate ;Vasco ;1 x 1;Ceará ;0.0;fora;ruim
Edimo Ferreira Campos;37792;29;mei;Provável;0.0;3.01;0.43;Ceará;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;2 x 0;Botafogo;42.87;casa;ruim
Tiago dos Santos Alves;51495;29;zag;Provável;0.0;5.67;3.85;Ceará;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;2 x 0;Botafogo;42.87;casa;ruim
Felipe Azevedo dos Santos;60825;29;ata;Provável;0.0;5.28;2.15;Ceará;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;2 x 0;Botafogo;42.87;casa;ruim
Pedro Julião Azevedo Junior;71787;29;ata;Provável;0.0;5.26;4.21;Ceará;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;2 x 0;Botafogo;42.87;casa;ruim
Anderson Felipe Marques Pires;72294;29;gol;Provável;0.0;12.29;5.96;Ceará;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;2 x 0;Botafogo;42.87;casa;bom
Luiz Carlos Cirne Lima de Lorenzi;72588;29;tec;Provável;0.0;8.2;4.23;Ceará;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;2 x 0;Botafogo;42.87;casa;ruim
Samuel xavier Brito;73384;29;lat;Provável;0.0;6.49;5.28;Ceará;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;2 x 0;Botafogo;42.87;casa;bom
Eduardo Schroeder Brock;78654;29;zag;Provável;0.0;5.88;4.28;Ceará;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;2 x 0;Botafogo;42.87;casa;bom
Calyson Rubens Santiago Rosa;82630;29;mei;Provável;0.0;2.34;1.66;Ceará;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;2 x 0;Botafogo;42.87;casa;ruim
Richardson Fernandes dos Santos;86536;29;mei;Provável;0.0;6.47;3.29;Ceará;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;2 x 0;Botafogo;42.87;casa;ruim
Arthur Mendonça  Cabral;92171;29;ata;Provável;0.0;3.36;1.76;Ceará;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;2 x 0;Botafogo;42.87;casa;ruim
Felipe Jonatan Rocha Andrade;101708;29;lat;Provável;0.0;3.69;5.88;Ceará;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Cruzeiro;2 x 0;Botafogo;42.87;casa;exelente
William José de Souza;42232;29;mei;Provável;4.5;4.0;1.7;Chapecoense;3;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;Atlético-MG;1 x 0;Vitória ;24.11;casa;ruim
Carlos Eduardo Santos Oliveira;50645;29;lat;Provável;5.8;6.93;3.54;Chapecoense;1;0;0;3;0;0;2;1;4;0;1;0;0;0;0;0;0;0;sim;vitoria ;Atlético-MG;1 x 0;Vitória ;24.11;casa;ruim
Douglas Silva Bacelar;63128;29;zag;Provável;8.6;7.57;2.98;Chapecoense;0;0;2;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;sim;vitoria ;Atlético-MG;1 x 0;Vitória ;24.11;casa;ruim
Vinicius Santos Silva;68917;29;ata;Provável;-1.1;3.16;0.66;Chapecoense;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;sim;vitoria ;Atlético-MG;1 x 0;Vitória ;24.11;casa;ruim
Leandro Marcos Pereira;78968;29;ata;Provável;-1.2;6.81;3.45;Chapecoense;2;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;Atlético-MG;1 x 0;Vitória ;24.11;casa;ruim
Rafael Thyere Albuquerque Marques;83048;29;zag;Provável;4.1;4.13;2.33;Chapecoense;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;sim;vitoria ;Atlético-MG;1 x 0;Vitória ;24.11;casa;ruim
Jandrei Chitolina Carniel;86508;29;gol;Provável;10.7;4.91;1.41;Chapecoense;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;sim;vitoria ;Atlético-MG;1 x 0;Vitória ;24.11;casa;ruim
Gustavo Bonatto Barreto;89224;29;mei;Provável;5.9;1.36;0.05;Chapecoense;0;0;0;1;0;0;4;0;2;0;0;0;0;0;0;0;0;0;sim;vitoria ;Atlético-MG;1 x 0;Vitória ;24.11;casa;ruim
Bruno de Jesus Pacheco;90061;29;lat;Provável;4.4;6.79;3.0;Chapecoense;4;0;0;2;0;0;2;1;2;0;1;0;0;0;0;0;0;0;sim;vitoria ;Atlético-MG;1 x 0;Vitória ;24.11;casa;ruim
Émerson Cris Hartkopp;95830;29;tec;Provável;0.0;8.04;0.0;Chapecoense;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Atlético-MG;1 x 0;Vitória ;24.11;casa;ruim
Yann Del Pino Rolim;102892;29;mei;Provável;0.2;3.24;2.29;Chapecoense;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;sim;vitoria ;Atlético-MG;1 x 0;Vitória ;24.11;casa;ruim
Agustín Doffo;102894;29;mei;Provável;10.0;4.84;5.23;Chapecoense;6;0;2;6;1;0;2;1;2;0;0;0;0;0;0;0;0;0;sim;vitoria ;Atlético-MG;1 x 0;Vitória ;24.11;casa;exelente
Jadson Rodrigues da Silva;38315;29;mei;Provável;-0.1;7.07;2.94;Corinthians;0;0;0;2;0;1;0;0;2;0;0;0;0;0;0;0;0;0;sim;derrota ;Flamengo ;0 x 3;Santos ;67.53;fora;ruim
Cássio Ramos;42234;29;gol;Provável;-0.3;9.56;3.58;Corinthians;0;0;0;0;0;0;0;0;1;0;0;2;0;3;0;0;0;0;sim;derrota ;Flamengo ;0 x 3;Santos ;67.53;fora;ruim
Fagner Conserva Lemos;42500;29;lat;Provável;0.0;10.43;4.11;Corinthians;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Flamengo ;0 x 3;Santos ;67.53;fora;ruim
Henrique Adriano Buss;50856;29;zag;Provável;-0.6;9.02;3.01;Corinthians;0;0;0;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;sim;derrota ;Flamengo ;0 x 3;Santos ;67.53;fora;ruim
Ralf de Souza Telles;52190;29;mei;Provável;5.4;7.51;1.57;Corinthians;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;sim;derrota ;Flamengo ;0 x 3;Santos ;67.53;fora;ruim
Danilo Fernando Avelar;72142;29;lat;Provável;1.7;5.89;1.89;Corinthians;1;0;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;sim;derrota ;Flamengo ;0 x 3;Santos ;67.53;fora;ruim
Clayson Henrique da Silva Vieira;83817;29;ata;Provável;3.8;8.78;1.74;Corinthians;1;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;sim;derrota ;Flamengo ;0 x 3;Santos ;67.53;fora;ruim
Angel Rodrigo Romero Villamayor ;88323;29;ata;Provável;-2.7;9.83;5.12;Corinthians;2;0;0;3;0;0;0;1;4;0;0;0;0;0;0;0;0;0;sim;derrota ;Flamengo ;0 x 3;Santos ;67.53;fora;ruim
Jair Ventura;92180;29;tec;Provável;1.88;10.17;3.43;Corinthians;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;derrota ;Flamengo ;0 x 3;Santos ;67.53;fora;ruim
Douglas Augusto Soares Gomes;92497;29;mei;Provável;9.9;4.06;2.97;Corinthians;0;1;0;3;0;0;5;0;1;0;0;0;0;0;0;0;0;0;sim;derrota ;Flamengo ;0 x 3;Santos ;67.53;fora;ruim
Mateus da Silva Vital Assunção;93108;29;mei;Provável;2.4;5.09;1.84;Corinthians;0;1;1;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;sim;derrota ;Flamengo ;0 x 3;Santos ;67.53;fora;ruim
Leonardo Rodrigues dos Santos;95820;29;zag;Provável;0.1;2.49;2.22;Corinthians;1;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;sim;derrota ;Flamengo ;0 x 3;Santos ;67.53;fora;ruim
Luis Antônio Venker de Menezes;37281;29;tec;Provável;0.0;10.35;3.52;Cruzeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Ceará ;0 x 2;Vasco ;33.93;fora;ruim
Fábio Deivson Lopes Maciel;37656;29;gol;Provável;0.0;12.23;4.14;Cruzeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Ceará ;0 x 2;Vasco ;33.93;fora;ruim
Henrique Pacheco de Lima;37694;29;mei;Provável;0.0;7.97;2.14;Cruzeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Ceará ;0 x 2;Vasco ;33.93;fora;ruim
Thiago Neves Augusto;38277;29;mei;Provável;0.0;8.84;2.02;Cruzeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Ceará ;0 x 2;Vasco ;33.93;fora;ruim
Édson Menndes Guimarães;38523;29;lat;Provável;0.0;7.79;2.69;Cruzeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Ceará ;0 x 2;Vasco ;33.93;fora;ruim
Egídio de Araújo Pereira  Júnior ;42145;29;lat;Provável;0.0;9.66;5.28;Cruzeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Ceará ;0 x 2;Vasco ;33.93;fora;ruim
Leonardo Renan Simões de Lacerda;50459;29;zag;Provável;0.0;7.17;2.67;Cruzeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Ceará ;0 x 2;Vasco ;33.93;fora;ruim
Anderson Vital da Silva;60819;29;zag;Provável;0.0;11.2;5.58;Cruzeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Ceará ;0 x 2;Vasco ;33.93;fora;ruim
Róbson Michael Signorini;62104;29;mei;Provável;0.0;5.76;1.83;Cruzeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Ceará ;0 x 2;Vasco ;33.93;fora;ruim
Hernán Barcos;78379;29;ata;Provável;0.0;6.82;1.89;Cruzeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Ceará ;0 x 2;Vasco ;33.93;fora;ruim
Alejandro Ariel Cabral;80363;29;mei;Provável;0.0;5.49;2.29;Cruzeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Ceará ;0 x 2;Vasco ;33.93;fora;ruim
Giorgian Daniel de Arrascaeta Benedetti;87863;29;mei;Provável;0.0;15.79;6.88;Cruzeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Ceará ;0 x 2;Vasco ;33.93;fora;ruim
Dorival Silvestre Júnior;40990;29;tec;Provável ;8.49;15.19;7.25;Flamengo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;vitoria ;Corinthians ;3 x 0;Fluminense ;119.35;casa;bom
Luiz Rhodolfo Dini Gaioto;42501;29;zag;Dúvida;0.0;7.6;3.34;Flamengo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;vitoria ;Corinthians ;3 x 0;Fluminense ;119.35;casa;bom
