atletas.nome;atletas.rodada_id;atletas.posicao_id;atletas.status_id;atletas.preco_num;atletas.clube.id.full.name;confronto.atual;sede.rodada.atual;classificacao_F;classificacao;;;;Bom;"
Excelente";Ruim
Bruno Vieira do Nascimento;28;lat;Provável;4.43;Bahia;Grêmio ;fora;ruim;ruim;;;;;;
Gilberto Oliveira Souza Júnior;28;ata;Dúvida;12.83;Bahia;Grêmio ;fora;ruim;ruim;;;;;;
Enderson Alves Moreira;28;tec;Provável;10.55;Bahia;Grêmio ;fora;ruim;ruim;;;;;;
José  ÉlberPimentel da Silva;28;mei;Provável;9.01;Bahia;Grêmio ;fora;ruim;excelente;;;;;;
Edigar Junio Teixeira Lima;28;ata;Dúvida;7.34;Bahia;Grêmio ;fora;ruim;ruim;;;;;;
Douglas Ricardo Grolli;28;zag;Provável;2.65;Bahia;Grêmio ;fora;ruim;ruim;;;;;;
Douglas Alan Schuck Friedrich;28;gol;Provável;3.73;Bahia;Grêmio ;fora;ruim;bom;;;;;;
Lucas Fonseca da Silva;28;zag;Provável;6.7;Bahia;Grêmio ;fora;ruim;ruim;;;;;;
José Rafael Vivian;28;mei;Provável;19.58;Bahia;Grêmio ;fora;ruim;excelente;;;;;;
Leonardo Pinheiro da Conceição;28;lat;Provável;8.9;Bahia;Grêmio ;fora;ruim;ruim;;;;;;
Gregore de Magalhães da Silva;28;mei;Provável;7.21;Bahia;Grêmio ;fora;ruim;ruim;;;;;;
Eric dos Santos Rodrigues;28;mei;Provável;4.45;Bahia;Grêmio ;fora;ruim;ruim;;;;;;
Luis Ricardo Silva Umbelino;28;lat;Provável;3.58;Botafogo;Vasco ;casa;ruim;ruim;;;;;;
Welker Marçal de Almeida;28;ata;Provável;8.07;Botafogo;Vasco ;casa;ruim;ruim;;;;;7;
Rodrigo Oliveira Lindoso;28;mei;Provável;9.42;Botafogo;Vasco ;casa;bom;ruim;;Quantdade de acertos;;;;
Erik Nascimento Lima;28;ata;Provável;3.06;Botafogo;Vasco ;casa;ruim;ruim;;;;;;
Saulo Ferreira Silva Nascimento;28;gol;Provável;2.56;Botafogo;Vasco ;casa;ruim;ruim;;;;;;
Igor Rabello da Costa;28;zag;Provável;11.12;Botafogo;Vasco ;casa;ruim;bom;;;;;;
Moisés Roberto Barbosa;28;lat;Provável;7.85;Botafogo;Vasco ;casa;ruim;ruim;;;;;;
Luiz Fernando Moraes dos Santos;28;mei;Provável;6.07;Botafogo;Vasco ;casa;ruim;excelente;;;;;;
Mauro Joel Carli;28;zag;Provável;3.51;Botafogo;Vasco ;casa;ruim;ruim;;;;;;
Matheus Fernandes Siqueira;28;mei;Provável;14.97;Botafogo;Vasco ;casa;bom;excelente;;;;;;
José Ricardo Mannarino;28;tec;Provável;8.96;Botafogo;Vasco ;casa;ruim;ruim;;;;;;
Gustavo Costa da Silva Machado;28;mei;Provável;4.31;Botafogo;Vasco ;casa;ruim;ruim;;;;;;
Edimo Ferreira Campos;28;mei;Provável;2.7;Ceará;Cruzeiro;fora;ruim;ruim;;;;;;
Tiago dos Santos Alves;28;zag;Provável;5.27;Ceará;Cruzeiro;fora;ruim;ruim;;;;;;
Pedro Julião Azevedo Junior;28;ata;Provável;6.0;Ceará;Cruzeiro;fora;ruim;ruim;;;;;;
Anderson Felipe Marques Pires;28;gol;Provável;10.89;Ceará;Cruzeiro;fora;ruim;ruim;;;;;;
Luiz Carlos Cirne Lima de Lorenzi;28;tec;Provável;8.42;Ceará;Cruzeiro;fora;ruim;ruim;;;;;;
Samuel xavier Brito;28;lat;Provável;7.6;Ceará;Cruzeiro;fora;ruim;ruim;;;;;;
Eduardo Schroeder Brock;28;zag;Provável;5.26;Ceará;Cruzeiro;fora;ruim;ruim;;;;;;
Calyson Rubens Santiago Rosa;28;mei;Provável;2.52;Ceará;Cruzeiro;fora;ruim;ruim;;;;;;
Richardson Fernandes dos Santos;28;mei;Provável;7.42;Ceará;Cruzeiro;fora;ruim;ruim;;;;;;
Leandro Carvalho da Silva;28;ata;Provável;6.98;Ceará;Cruzeiro;fora;ruim;ruim;;;;;;
Arthur Mendonça  Cabral;28;ata;Provável;6.13;Ceará;Cruzeiro;fora;ruim;ruim;;;;;;
Felipe Jonatan Rocha Andrade;28;lat;Provável;2.29;Ceará;Cruzeiro;fora;ruim;ruim;;;;;;
Augusto Sérgio Ferreira;28;tec;Provável;8.85;Chapecoense;Atlético-MG;casa;ruim;bom;;;;;;
William José de Souza;28;mei;Provável;4.48;Chapecoense;Atlético-MG;casa;ruim;ruim;;;;;;
Alan Luciano Ruschel;28;mei;Provável;3.84;Chapecoense;Atlético-MG;casa;ruim;ruim;;;;;;
Douglas Silva Bacelar;28;zag;Provável;8.42;Chapecoense;Atlético-MG;casa;ruim;bom;;;;;;
Vinicius Santos Silva;28;ata;Provável;2.74;Chapecoense;Atlético-MG;casa;ruim;ruim;;;;;;
Leandro Marcos Pereira;28;ata;Provável;6.63;Chapecoense;Atlético-MG;casa;ruim;ruim;;;;;;
Rafael Thyere Albuquerque Marques;28;zag;Provável;4.53;Chapecoense;Atlético-MG;casa;ruim;ruim;;;;;;
Jandrei Chitolina Carniel;28;gol;Provável;6.44;Chapecoense;Atlético-MG;casa;ruim;excelente;;;;;;
Gustavo Bonatto Barreto;28;mei;Provável;1.52;Chapecoense;Atlético-MG;casa;ruim;bom;;;;;;
Marcos Vinícius  da Silva Santos;28;lat;Provável;2.0;Chapecoense;Atlético-MG;casa;ruim;ruim;;;;;;
Diego Fabián Torres;28;mei;Provável;5.63;Chapecoense;Atlético-MG;casa;ruim;ruim;;;;;;
Agustín Doffo;28;mei;Provável;4.4;Chapecoense;Atlético-MG;casa;ruim;bom;;;;;;
Danilo Gabriel de Andrade;28;mei;Provável;2.65;Corinthians;Flamengo ;casa;ruim;ruim;;;;;;
Jonathas Cristian de Jesus;28;ata;Provável;5.68;Corinthians;Flamengo ;casa;excelente;ruim;;;;;;
Walter Leandro Capeloza Artune;28;gol;Provável;7.69;Corinthians;Flamengo ;casa;ruim;ruim;;;;;;
Márcio Passos de Albuquerque;28;ata;Provável;6.19;Corinthians;Flamengo ;casa;excelente;ruim;;;;;;
Marllon Gonçalves Jerónimo Borges;28;zag;Provável;6.01;Corinthians;Flamengo ;casa;ruim;ruim;;;;;;
Pedro Henrique Ribeiro Gonçalves;28;zag;Provável;5.97;Corinthians;Flamengo ;casa;ruim;ruim;;;;;;
Jair Ventura;28;tec;Provável;10.15;Corinthians;Flamengo ;casa;bom;ruim;;;;;;
Douglas Augusto Soares Gomes;28;mei;Provável;5.37;Corinthians;Flamengo ;casa;ruim;bom;;;;;;
Guilherme Mantuan;28;lat;Provável;5.11;Corinthians;Flamengo ;casa;ruim;ruim;;;;;;
Pedro Victor Delmino da Silva;28;mei;Provável;4.05;Corinthians;Flamengo ;casa;ruim;ruim;;;;;;
Carlos Augusto Zopalato Neves;28;lat;Provável;3.37;Corinthians;Flamengo ;casa;bom;ruim;;;;;;
Thiago Beserra dos Santos;28;mei;Provável;2.22;Corinthians;Flamengo ;casa;ruim;ruim;;;;;;
Luis Antônio Venker de Menezes;28;tec;Provável;10.54;Cruzeiro;Ceará ;casa;bom;ruim;;;;;;
Henrique Pacheco de Lima;28;mei;Provável;7.97;Cruzeiro;Ceará ;casa;ruim;ruim;;;;;;
Rafael da Silva Francisco;28;mei;Provável;7.53;Cruzeiro;Ceará ;casa;ruim;ruim;;;;;;
Leonardo Renan Simões de Lacerda;28;zag;Provável;7.17;Cruzeiro;Ceará ;casa;ruim;ruim;;;;;;
Rafael Pires Monteiro;28;gol;Provável;5.43;Cruzeiro;Ceará ;casa;excelente;ruim;;;;;;
Manoel Messias Silva Carvalho;28;zag;Provável;4.09;Cruzeiro;Ceará ;casa;ruim;ruim;;;;;;
Federico Mancuello;28;mei;Provável;4.03;Cruzeiro;Ceará ;casa;ruim;ruim;;;;;;
Ezequiel Jacinto de Biasi;28;lat;Provável;3.65;Cruzeiro;Ceará ;casa;ruim;ruim;;;;;;
Alejandro Ariel Cabral;28;mei;Provável;5.49;Cruzeiro;Ceará ;casa;ruim;ruim;;;;;;
Marcelo Hermes;28;lat;Provável;3.26;Cruzeiro;Ceará ;casa;ruim;ruim;;;;;;
Raniel Santana de Vasconcelos;28;ata;Provável;6.63;Cruzeiro;Ceará ;casa;ruim;ruim;;;;;;
David Correa da Fonseca;28;ata;Provável;3.13;Cruzeiro;Ceará ;casa;bom;ruim;;;;;;
Dorival Silvestre Júnior;28;tec;Provável ;14.15;Flamengo;Corinthians ;fora;ruim;bom;;;;;;
Éverton Augusto de Barros Ribeiro;28;mei;Provável ;7.81;Flamengo;Corinthians ;fora;ruim;bom;;;;;;
Réver Humberto Alves Araújo;28;zag;Provável ;15.69;Flamengo;Corinthians ;fora;ruim;bom;;;;;;
Marcos Rogério Ricci Lopes;28;lat;Provável ;3.86;Flamengo;Corinthians ;fora;ruim;ruim;;;;;;
Gustavo Leonardo Cuellar Gallego;28;mei;Provável ;9.84;Flamengo;Corinthians ;fora;ruim;ruim;;;;;;
César Bernardo Dutra;28;gol;Provável ;5.06;Flamengo;Corinthians ;fora;ruim;excelente;;;;;;
Fernando Uribe Hincapião;28;ata;Provável ;6.98;Flamengo;Corinthians ;fora;ruim;ruim;;;;;;
Victor Vinícius  Coelho dos Santos;28;ata;Provável ;14.52;Flamengo;Corinthians ;fora;ruim;bom;;;;;;
Renê Rodrigues Martins;28;lat;Provável ;16.67;Flamengo;Corinthians ;fora;ruim;excelente;;;;;;
Willian Souza Arão da Silva;28;mei;Provável ;4.25;Flamengo;Corinthians ;fora;ruim;ruim;;;;;;
Leonardo Campos Duarte da Silva;28;zag;Provável ;10.06;Flamengo;Corinthians ;fora;ruim;bom;;;;;;
Lucas Tolentino Coelho de Lima;28;mei;Provável ;23.34;Flamengo;Corinthians ;fora;ruim;excelente;;;;;;
Júlio CésarJacobi;28;gol;Provável;6.12;Fluminense;Paraná ;casa;bom;bom;;;;;;
Marcelo de Oliveira Santos;28;tec;Provável;11.89;Fluminense;Paraná ;casa;bom;bom;;;;;;
Rodrigo Júnior Paula Silva;28;zag;Provável;7.18;Fluminense;Paraná ;casa;bom;excelente;;;;;;
Welington Pereira Rodrigues;28;zag;Provável;6.6;Fluminense;Paraná ;casa;ruim;bom;;;;;;
Jadson Alves dos Santos;28;mei;Provável;10.07;Fluminense;Paraná ;casa;ruim;excelente;;;;;;
Marcos Junio Lima dos Santos;28;ata;Provável;6.93;Fluminense;Paraná ;casa;ruim;bom;;;;;;
Luciano da Rocha Neves;28;ata;Provável;6.17;Fluminense;Paraná ;casa;ruim;bom;;;;;;
Richard Cándido Coelho;28;mei;Provável;16.17;Fluminense;Paraná ;casa;ruim;bom;;;;;;
Ayrton Lucas Dantas de Medeiros;28;lat;Provável;11.39;Fluminense;Paraná ;casa;ruim;bom;;;;;;
Douglas Moreira Fagundes;28;mei;Dúvida;3.06;Fluminense;Paraná ;casa;ruim;ruim;;;;;;
Everaldo Silva do Nascimento;28;ata;Provável;6.78;Fluminense;Paraná ;casa;ruim;excelente;;;;;;
Mateus Norton Gomes Chaves;28;mei;Dúvida;2.85;Fluminense;Paraná ;casa;ruim;ruim;;;;;;
Roger Ibañaez da Silva;28;zag;Provável;5.93;Fluminense;Paraná ;casa;ruim;bom;;;;;;
Cícero Santos;28;mei;Provável;5.83;Grêmio;Bahia ;casa;ruim;ruim;;;;;;
Leonardo da Silva Moura;28;lat;Dúvida;12.33;Grêmio;Bahia ;casa;ruim;ruim;;;;;;
Maicon Thiago Pereira de Souza;28;mei;Provável;7.88;Grêmio;Bahia ;casa;ruim;ruim;;;;;;
Renato Portaluppi;28;tec;Provável;15.28;Grêmio;Bahia ;casa;ruim;ruim;;;;;;
Jael Ferreira Vieira;28;ata;Provável;4.75;Grêmio;Bahia ;casa;ruim;bom;;;;;;
Paulo Victor Mileo Vidotti;28;gol;Provável;6.24;Grêmio;Bahia ;casa;ruim;ruim;;;;;;
Mário Sérgio Santos Costa ;28;ata;Dúvida;10.64;Grêmio;Bahia ;casa;ruim;ruim;;;;;;
Bruno Cortes Barbosa;28;lat;Dúvida;14.54;Grêmio;Bahia ;casa;ruim;ruim;;;;;;
Matheus Simonete Bressanelli;28;zag;Provável;11.13;Grêmio;Bahia ;casa;ruim;ruim;;;;;;
Ramiro Moschen Benetti;28;mei;Dúvida;3.67;Grêmio;Bahia ;casa;ruim;ruim;;;;;;
Pedro Tonon Geromel;28;zag;Provável;15.67;Grêmio;Bahia ;casa;ruim;ruim;;;;;;
Alisson Euler de Freitas Castro;28;mei;Provável;7.97;Grêmio;Bahia ;casa;ruim;bom;;;;;;
Luan Guilherme de Jesus Vieira;28;ata;Provável;15.29;Grêmio;Bahia ;casa;ruim;bom;;;;;;
Leonardo Gomes daConceição Silva;28;lat;Dúvida;3.7;Grêmio;Bahia ;casa;ruim;ruim;;;;;;
Eduardo Gabriel Aquino Cossa;28;ata;Dúvida;3.29;Grêmio;Bahia ;casa;ruim;ruim;;;;;;
Luis Antônio da Rocha Junior;28;lat;Dúvida;5.86;Grêmio;Bahia ;casa;ruim;bom;;;;;;
Edenílson Andrade Dos Santos;28;mei;Provável;9.37;Internacional;Sport ;fora ;ruim;ruim;;;;;;
Marcelo Lomba do Nascimento;28;gol;Provável;8.08;Internacional;Sport ;fora ;ruim;ruim;;;;;;
Leandro Damião da Silva dos Santos;28;ata;Provável;8.19;Internacional;Sport ;fora ;ruim;ruim;;;;;;
William de Oliveira Pottker;28;ata;Provável;5.05;Internacional;Sport ;fora ;ruim;ruim;;;;;;
Rodrigo Dourado Cunha;28;mei;Provável;10.45;Internacional;Sport ;fora ;ruim;ruim;;;;;;
Víctor Leandro Cuesta;28;zag;Provável;17.57;Internacional;Sport ;fora ;ruim;ruim;;;;;;
Fabiano Leissmann;28;lat;Provável;7.66;Internacional;Sport ;fora ;ruim;ruim;;;;;;
Patrick Bezerra do Nascimento;28;mei;Provável;17.43;Internacional;Sport ;fora ;ruim;bom;;;;;;
Nicolás Federico López Alonso;28;ata;Provável;16.73;Internacional;Sport ;fora ;ruim;excelente;;;;;;
Emerson Raymundo Santos;28;zag;Provável;4.0;Internacional;Sport ;fora ;ruim;ruim;;;;;;
Odair Hellmann;28;tec;Provável;12.12;Internacional;Sport ;fora ;ruim;ruim;;;;;;
Iago Amaral Borduchi;28;lat;Provável;10.86;Internacional;Sport ;fora ;ruim;ruim;;;;;;
Eduardo Luiz Abonizio de Souza;28;zag;Provável;6.15;Palmeiras;São Paulo ;fora;ruim;ruim;;;;;;
Willian Gomes de Siqueira;28;ata;Provável;11.25;Palmeiras;São Paulo ;fora;ruim;ruim;;;;;;
Luiz Felipe Scolari;28;tec;Provável;14.85;Palmeiras;São Paulo ;fora;ruim;bom;;;;;;
Jean Raphael Vanderlei Moreira;28;lat;Dúvida;7.0;Palmeiras;São Paulo ;fora;ruim;ruim;;;;;;
Moisés lima Magalhães;28;mei;Provável;6.18;Palmeiras;São Paulo ;fora;ruim;ruim;;;;;;
Eduardo Pereira Rodrigues;28;ata;Provável;15.27;Palmeiras;São Paulo ;fora;ruim;bom;;;;;;
Diogo Barbosa Mendanha;28;lat;Dúvida;9.09;Palmeiras;São Paulo ;fora;ruim;ruim;;;;;;
Bruno Henrique Corsini;28;mei;Provável;10.24;Palmeiras;São Paulo ;fora;ruim;ruim;;;;;;
Weverton Pereira da Silva;28;gol;Provável;9.57;Palmeiras;São Paulo ;fora;bom;excelente;;;;;;
Thiago dos Santos;28;mei;Provável;8.06;Palmeiras;São Paulo ;fora;ruim;ruim;;;;;;
Antônio Carlos Cunha Capocasali Júnior;28;zag;Provável;8.19;Palmeiras;São Paulo ;fora;ruim;ruim;;;;;;
Mayke Rocha de Oliveira;28;lat;Provável;7.46;Palmeiras;São Paulo ;fora;ruim;bom;;;;;;
Deyverson Brum Silva Acosta;28;ata;Provável;4.93;Palmeiras;São Paulo ;fora;ruim;bom;;;;;;
José Maria Ortigoza Ortiz;28;ata;Provável;3.6;Paraná;Fluminense ;fora;ruim;ruim;;;;;;
Silvio José Cardoso Reis Junior;28;ata;Provável;7.82;Paraná;Fluminense ;fora;ruim;ruim;;;;;;
Renê Ferreira dos Santos;28;zag;Provável;4.74;Paraná;Fluminense ;fora;ruim;ruim;;;;;;
Richard de Oliveira da Costa;28;gol;Provável;3.45;Paraná;Fluminense ;fora;ruim;ruim;;;;;;
Nadson da Silva Almeida;28;mei;Dúvida;2.59;Paraná;Fluminense ;fora;ruim;ruim;;;;;;
Claudinei dos Santos Oliveira;28;tec;Provável;8.48;Paraná;Fluminense ;fora;ruim;ruim;;;;;;
Alex Paulo Menezes Santana;28;mei;Provável;4.59;Paraná;Fluminense ;fora;ruim;ruim;;;;;;
Leandro Vilela Sales Teixeira;28;mei;Dúvida;4.37;Paraná;Fluminense ;fora;ruim;ruim;;;;;;
Jesiel Cardoso Miranda;28;zag;Provável;2.88;Paraná;Fluminense ;fora;ruim;ruim;;;;;;
Igor Aquino da Silva;28;lat;Provável;2.3;Paraná;Fluminense ;fora;ruim;ruim;;;;;;
Carlos Jamisson Teles dos Santos Júnior;28;lat;Provável;1.7;Paraná;Fluminense ;fora;ruim;ruim;;;;;;
Ozealisson Santos Gomes;28;lat;Provável;8.21;Paraná;Fluminense ;fora;ruim;ruim;;;;;;
Jhony Douglas Santiago;28;mei;Dúvida;1.96;Paraná;Fluminense ;fora;ruim;ruim;;;;;;
Deivid Anacleto de Souza;28;ata;Dúvida;1.82;Paraná;Fluminense ;fora;ruim;ruim;;;;;;
Renato Dirnei Florâncio;28;mei;Dúvida;5.82;Santos;Vitória ;fora;ruim;ruim;;;;;;
Alexi Stival;28;tec;Provável;11.24;Santos;Vitória ;fora;ruim;bom;;;;;;
Vanderlei Farias da Silva;28;gol;Provável;15.64;Santos;Vitória ;fora;ruim;bom;;;;;;
José Rodolfo Pires Ribeiro;28;lat;Provável;15.2;Santos;Vitória ;fora;ruim;excelente;;;;;;
Victor Ferraz Macedo;28;lat;Provável;10.81;Santos;Vitória ;fora;ruim;bom;;;;;;
Derlis Alberto González Galeano;28;ata;Provável;8.62;Santos;Vitória ;fora;ruim;ruim;;;;;;
Gustavo Henrique Vernes;28;zag;Provável;6.43;Santos;Vitória ;fora;bom;bom;;;;;;
Luiz Felipe do Nascimento dos Santos;28;zag;Dúvida;4.01;Santos;Vitória ;fora;bom;bom;;;;;;
Carlos Andrés Sanchez Arcosa;28;mei;Provável;10.74;Santos;Vitória ;fora;ruim;bom;;;;;;
Gabriel Barbosa Almeida;28;ata;Provável;14.78;Santos;Vitória ;fora;bom;bom;;;;;;
Bruno Henrique Pinto;28;ata;Provável;8.42;Santos;Vitória ;fora;ruim;ruim;;;;;;
Yuri Oliveira Lima;28;mei;Dúvida;2.9;Santos;Vitória ;fora;ruim;ruim;;;;;;
Lucas Veríssimo da Silva;28;zag;Dúvida;8.17;Santos;Vitória ;fora;ruim;ruim;;;;;;
Diego Cristiano Evaristo;28;mei;Provável;3.95;Santos;Vitória ;fora;ruim;ruim;;;;;;
Michel Fernandes Bastos;28;mei;Provável;5.65;Sport;Internacional ;casa;ruim;bom;;;;;;
Alessandro Beti Rosa;28;gol;Provável;7.06;Sport;Internacional ;casa;ruim;ruim;;;;;;
Ronaldo Luiz Alves;28;zag;Provável;5.93;Sport;Internacional ;casa;ruim;ruim;;;;;;
Fellipe Ramos Ignez Bastos;28;mei;Provável;8.63;Sport;Internacional ;casa;ruim;ruim;;;;;;
Gabriel Santana Pinto;28;mei;Provável;6.82;Sport;Internacional ;casa;ruim;ruim;;;;;;
Marcos Antônio Almeida Silva;28;mei;Provável;3.78;Sport;Internacional ;casa;ruim;ruim;;;;;;
Johnath Marlone Azevedo da Silva;28;mei;Provável;8.59;Sport;Internacional ;casa;ruim;ruim;;;;;;
Raul Prata;28;lat;Provável;7.24;Sport;Internacional ;casa;bom;ruim;;;;;;
Milton Mendes;28;tec;Provável;7.37;Sport;Internacional ;casa;ruim;ruim;;;;;;
Evandro Lima de Oliveira Filho;28;lat;Provável;3.86;Sport;Internacional ;casa;ruim;ruim;;;;;;
Adryelson Shawann Lima Silva;28;zag;Provável;3.7;Sport;Internacional ;casa;ruim;bom;;;;;;
Mateus Gonçalves Martins;28;ata;Provável;2.92;Sport;Internacional ;casa;ruim;bom;;;;;;
Anderson Luiz de Carvalho;28;mei;Provável;10.03;São Paulo;Palmeiras ;casa;bom;ruim;;;;;;
Hudson Rodrigues dos Santos;28;mei;Provável;10.35;São Paulo;Palmeiras ;casa;bom;bom;;;;;;
Anderson Vieira Martins;28;zag;Provável;7.5;São Paulo;Palmeiras ;casa;ruim;ruim;;;;;;
Jucilei da Silva;28;mei;Provável;8.2;São Paulo;Palmeiras ;casa;ruim;ruim;;;;;;
Diego Souza de Andrade;28;mei;Provável;11.55;São Paulo;Palmeiras ;casa;ruim;ruim;;;;;;
Sidney Aparecido Ramos da Silva;28;gol;Provável;9.88;São Paulo;Palmeiras ;casa;bom;ruim;;;;;;
Joao Robin Rojas Mendoza;28;ata;Provável;10.69;São Paulo;Palmeiras ;casa;excelente;bom;;;;;;
Bruno Fabiano Alves;28;zag;Dúvida;10.39;São Paulo;Palmeiras ;casa;ruim;ruim;;;;;;
Diego Vicente Aguirre Camblor;28;tec;Provável;12.15;São Paulo;Palmeiras ;casa;bom;ruim;;;;;;
Rodrigo Caio Roquette Russo;28;zag;Dúvida;9.96;São Paulo;Palmeiras ;casa;ruim;ruim;;;;;;
Bruno da Silva Peres;28;lat;Provável;9.49;São Paulo;Palmeiras ;casa;ruim;ruim;;;;;;
Reinaldo Manoel da Silva;28;lat;Provável;11.5;São Paulo;Palmeiras ;casa;ruim;ruim;;;;;;
Everton Felipe de Oliveira Silva;28;mei;Dúvida;4.65;São Paulo;Palmeiras ;casa;ruim;ruim;;;;;;
Santiago Tréllez Vivero;28;ata;Dúvida;5.06;São Paulo;Palmeiras ;casa;ruim;ruim;;;;;;
Igor Matheus Liziero Pereira;28;lat;Dúvida;5.7;São Paulo;Palmeiras ;casa;ruim;ruim;;;;;;
Leandro Castan da Silva;28;zag;Provável;5.0;Vasco;Botafogo ;fora;ruim;ruim;;;;;;
Fabricio dos Santos Silva;28;lat;Provável;3.17;Vasco;Botafogo ;fora;ruim;ruim;;;;;;
