atletas.nome;atletas.rodada_id;atletas.posicao_id;atletas.status_id;atletas.preco_num;atletas.clube.id.full.name;confronto.atual;sede.rodada.atual;classificacao_F;classificacao;;;;Bom;Excelente;Ruim
Renan Augusto Lodi dos Santos;30;lat;Provável ;4.78;Atlético-PR;São Paulo ;fora;ruim;bom;;;;;;
Tiago Retzlaff Nunes;30;tec;Provável ;10.67;Atlético-PR;São Paulo ;fora;ruim;ruim;;;;;;
Nilton Ferreira Júnior;30;mei;Provável;5.1;Bahia;Botafogo ;fora;ruim;ruim;;;;;;
Bruno Vieira do Nascimento;30;lat;Dúvida;4.6;Bahia;Botafogo ;fora;ruim;ruim;;;;;;
Enderson Alves Moreira;30;tec;Provável;11.07;Bahia;Botafogo ;fora;ruim;ruim;;;;;;
Severino do Ramo Clementino da Silva;30;lat;Dúvida;13.52;Bahia;Botafogo ;fora;ruim;bom;;;;;;
Jackson de Souza;30;zag;Dúvida;4.17;Bahia;Botafogo ;fora;ruim;bom;;;;;;
José  ÉlberPimentel da Silva;30;mei;Provável;8.08;Bahia;Botafogo ;fora;ruim;ruim;;;;;;
Edigar Junio Teixeira Lima;30;ata;Provável;8.82;Bahia;Botafogo ;fora;ruim;bom;;;;;;
Douglas Alan Schuck Friedrich;30;gol;Provável;4.71;Bahia;Botafogo ;fora;ruim;bom;;;;;;
Tiago Pagnussat;30;zag;Dúvida;10.1;Bahia;Botafogo ;fora;ruim;ruim;;;;;;
Lucas Fonseca da Silva;30;zag;Provável;7.67;Bahia;Botafogo ;fora;ruim;ruim;;;;;;
Clayton Silveira da Silva;30;ata;Provável;3.83;Bahia;Botafogo ;fora;ruim;ruim;;;;;;
Leonardo Pinheiro da Conceição;30;lat;Provável;9.8;Bahia;Botafogo ;fora;ruim;bom;;;;;;
Gregore de Magalhães da Silva;30;mei;Provável;7.95;Bahia;Botafogo ;fora;ruim;ruim;;;;;;
Eric dos Santos Rodrigues;30;mei;Provável;6.43;Bahia;Botafogo ;fora;ruim;bom;;;;;;
Gilson Gomes do Nascimento;30;lat;Provável;8.14;Botafogo;Bahia ;casa;ruim;bom;;;;;;
Rodrigo Pimpão Viana;30;ata;Dúvida;4.33;Botafogo;Bahia ;casa;ruim;ruim;;;;;;
Welker Marçal de Almeida;30;ata;Provável;7.81;Botafogo;Bahia ;casa;ruim;ruim;;;;;;
Rodrigo Oliveira Lindoso;30;mei;Provável;9.88;Botafogo;Bahia ;casa;ruim;ruim;;;;;;
Erik Nascimento Lima;30;ata;Dúvida;2.64;Botafogo;Bahia ;casa;ruim;ruim;;;;;;
Jean Carlos de Souza Irmer;30;mei;Dúvida;3.76;Botafogo;Bahia ;casa;ruim;ruim;;;;;;
Saulo Ferreira Silva Nascimento;30;gol;Provável;2.38;Botafogo;Bahia ;casa;ruim;ruim;;;;;;
Igor Rabello da Costa;30;zag;Provável;10.65;Botafogo;Bahia ;casa;ruim;ruim;;;;;;
Luiz Fernando Moraes dos Santos;30;mei;Provável;4.85;Botafogo;Bahia ;casa;ruim;ruim;;;;;;
Leonardo Felipe Valencia Rossel;30;mei;Dúvida;9.09;Botafogo;Bahia ;casa;ruim;ruim;;;;;;
Mauro Joel Carli;30;zag;Provável;4.5;Botafogo;Bahia ;casa;ruim;ruim;;;;;;
Márcio Almeida de Oliveira;30;lat;Provável;6.9;Botafogo;Bahia ;casa;ruim;ruim;;;;;;
Matheus Fernandes Siqueira;30;mei;Dúvida;13.31;Botafogo;Bahia ;casa;ruim;ruim;;;;;;
José Ricardo Mannarino;30;tec;Provável;8.87;Botafogo;Bahia ;casa;ruim;ruim;;;;;;
Gustavo Costa da Silva Machado;30;mei;Dúvida;4.16;Botafogo;Bahia ;casa;ruim;ruim;;;;;;
Tiago dos Santos Alves;30;zag;Provável;5.79;Ceará;Palmeiras ;fora;ruim;ruim;;;;;;
Pedro Julião Azevedo Junior;30;ata;Provável;5.41;Ceará;Palmeiras ;fora;ruim;ruim;;;;;;
Paulo Roberto Valoura Júnior;30;mei;Provável;5.6;Ceará;Palmeiras ;fora;ruim;ruim;;;;;;
Anderson Felipe Marques Pires;30;gol;Provável;12.58;Ceará;Palmeiras ;fora;ruim;bom;;;;;;
Luiz Otávio Anacleto Leandro;30;zag;Provável;8.46;Ceará;Palmeiras ;fora;ruim;ruim;;;;;;
Luiz Carlos Cirne Lima de Lorenzi;30;tec;Provável;8.32;Ceará;Palmeiras ;fora;ruim;ruim;;;;;;
Samuel xavier Brito;30;lat;Provável;4.99;Ceará;Palmeiras ;fora;ruim;ruim;;;;;;
Calyson Rubens Santiago Rosa;30;mei;Provável;2.47;Ceará;Palmeiras ;fora;ruim;ruim;;;;;;
Richardson Fernandes dos Santos;30;mei;Provável;7.63;Ceará;Palmeiras ;fora;ruim;bom;;;;;;
João Lucas Cardoso;30;lat;Provável;4.47;Ceará;Palmeiras ;fora;ruim;ruim;;;;;;
Leandro Carvalho da Silva;30;ata;Provável;7.36;Ceará;Palmeiras ;fora;ruim;excelente;;;Classe Real ;;;
Arthur Mendonça  Cabral;30;ata;Provável;6.01;Ceará;Palmeiras ;fora;ruim;excelente;;;Acertos;;;
Wellington Pereira do Nascimento;30;ata;Dúvida;9.16;Chapecoense;Cruzeiro;fora;ruim;ruim;;;;;;
William José de Souza;30;mei;Provável;4.27;Chapecoense;Cruzeiro;fora;ruim;ruim;;;;;;
Carlos Eduardo Santos Oliveira;30;lat;Provável;6.14;Chapecoense;Cruzeiro;fora;ruim;ruim;;;;;;
Douglas Silva Bacelar;30;zag;Provável;7.93;Chapecoense;Cruzeiro;fora;ruim;ruim;;;;;;
Héctor Canteros;30;mei;Provável;7.06;Chapecoense;Cruzeiro;fora;ruim;ruim;;;;;;
Leandro Marcos Pereira;30;ata;Dúvida;7.55;Chapecoense;Cruzeiro;fora;ruim;ruim;;;;;;
Rafael Thyere Albuquerque Marques;30;zag;Provável;3.79;Chapecoense;Cruzeiro;fora;ruim;ruim;;;;;;
Jandrei Chitolina Carniel;30;gol;Provável;4.26;Chapecoense;Cruzeiro;fora;ruim;ruim;;;;;;
Gustavo Bonatto Barreto;30;mei;Provável;1.36;Chapecoense;Cruzeiro;fora;ruim;ruim;;;;;;
Bruno de Jesus Pacheco;30;lat;Provável;6.71;Chapecoense;Cruzeiro;fora;ruim;ruim;;;;;;
Diego Fabián Torres;30;mei;Provável;5.48;Chapecoense;Cruzeiro;fora;bom;ruim;;;;;;
Agustín Doffo;30;mei;Provável;4.13;Chapecoense;Cruzeiro;fora;ruim;ruim;;;;;;
Jadson Rodrigues da Silva;30;mei;Dúvida;8.34;Corinthians;Vitória ;fora;ruim;bom;;;;;;
Cássio Ramos;30;gol;Provável;9.4;Corinthians;Vitória ;fora;ruim;ruim;;;;;;
Fagner Conserva Lemos;30;lat;Provável;10.29;Corinthians;Vitória ;fora;ruim;ruim;;;;;;
Henrique Adriano Buss;30;zag;Provável;9.0;Corinthians;Vitória ;fora;ruim;ruim;;;;;;
Ralf de Souza Telles;30;mei;Provável;7.02;Corinthians;Vitória ;fora;ruim;ruim;;;;;;
Márcio Passos de Albuquerque;30;ata;Provável;5.79;Corinthians;Vitória ;fora;bom;ruim;;;;;;
Danilo Fernando Avelar;30;lat;Provável;6.18;Corinthians;Vitória ;fora;ruim;ruim;;;;;;
Angel Rodrigo Romero Villamayor ;30;ata;Provável;9.98;Corinthians;Vitória ;fora;ruim;ruim;;;;;;
Jair Ventura;30;tec;Provável;10.28;Corinthians;Vitória ;fora;ruim;ruim;;;;;;
Douglas Augusto Soares Gomes;30;mei;Provável;4.28;Corinthians;Vitória ;fora;ruim;ruim;;;;;;
Sergio Ismael Díaz Velázquez;30;ata;Dúvida;4.01;Corinthians;Vitória ;fora;ruim;ruim;;;;;;
Leonardo Rodrigues dos Santos;30;zag;Provável;2.22;Corinthians;Vitória ;fora;ruim;ruim;;;;;;
Pedro Victor Delmino da Silva;30;mei;Provável;3.9;Corinthians;Vitória ;fora;ruim;ruim;;;;;;
Luis Antônio Venker de Menezes;30;tec;Provável;11.66;Cruzeiro;Chapecoense ;casa;bom;bom;;;;;;
Fábio Deivson Lopes Maciel;30;gol;Provável;12.02;Cruzeiro;Chapecoense ;casa;ruim;excelente;;;;;;
Henrique Pacheco de Lima;30;mei;Provável;8.63;Cruzeiro;Chapecoense ;casa;ruim;ruim;;;;;;
Frederico Chaves Guedes;30;ata;Provável;11.91;Cruzeiro;Chapecoense ;casa;ruim;ruim;;;;;;
Rafael da Silva Francisco;30;mei;Provável;7.1;Cruzeiro;Chapecoense ;casa;ruim;ruim;;;;;;
Édson Menndes Guimarães;30;lat;Provável;7.25;Cruzeiro;Chapecoense ;casa;ruim;ruim;;;;;;
Egídio de Araújo Pereira  Júnior ;30;lat;Provável;10.99;Cruzeiro;Chapecoense ;casa;ruim;bom;;;;;;
Leonardo Renan Simões de Lacerda;30;zag;Provável;8.43;Cruzeiro;Chapecoense ;casa;ruim;bom;;;;;;
Anderson Vital da Silva;30;zag;Provável;12.82;Cruzeiro;Chapecoense ;casa;bom;excelente;;;;;;
Róbson Michael Signorini;30;mei;Provável;5.77;Cruzeiro;Chapecoense ;casa;ruim;ruim;;;;;;
Alejandro Ariel Cabral;30;mei;Provável;6.09;Cruzeiro;Chapecoense ;casa;ruim;bom;;;;;;
Giorgian Daniel de Arrascaeta Benedetti;30;mei;Provável;17.9;Cruzeiro;Chapecoense ;casa;ruim;excelente;;;;;;
Dorival Silvestre Júnior;30;tec;Provável ;15.8;Flamengo;Paraná ;fora;ruim;bom;;;;;;
Éverton Augusto de Barros Ribeiro;30;mei;Provável ;6.9;Flamengo;Paraná ;fora;bom;ruim;;;;;;
Réver Humberto Alves Araújo;30;zag;Provável ;16.05;Flamengo;Paraná ;fora;ruim;bom;;;;;;
Marcos Rogério Ricci Lopes;30;lat;Provável ;4.46;Flamengo;Paraná ;fora;ruim;bom;;;;;;
Gustavo Leonardo Cuellar Gallego;30;mei;Provável ;9.26;Flamengo;Paraná ;fora;ruim;ruim;;;;;;
César Bernardo Dutra;30;gol;Provável ;4.95;Flamengo;Paraná ;fora;ruim;bom;;;;;;
Fernando Uribe Hincapião;30;ata;Provável ;10.18;Flamengo;Paraná ;fora;ruim;excelente;;;;;;
Victor Vinícius  Coelho dos Santos;30;ata;Provável ;17.47;Flamengo;Paraná ;fora;ruim;excelente;;;;;;
Renê Rodrigues Martins;30;lat;Provável ;14.48;Flamengo;Paraná ;fora;bom;ruim;;;;;;
Willian Souza Arão da Silva;30;mei;Provável ;4.78;Flamengo;Paraná ;fora;ruim;ruim;;;;;;
Leonardo Campos Duarte da Silva;30;zag;Provável ;9.71;Flamengo;Paraná ;fora;ruim;ruim;;;;;;
Lucas Tolentino Coelho de Lima;30;mei;Provável ;22.93;Flamengo;Paraná ;fora;ruim;excelente;;;;;;
Kayke Moreno de Andrade Rodrigues;30;ata;Provável;3.67;Fluminense;Atlético-MG;casa;ruim;ruim;;;;;;
Airton Ribeiro Santos;30;mei;Provável;2.49;Fluminense;Atlético-MG;casa;ruim;ruim;;;;;;
Marcelo de Oliveira Santos;30;tec;Provável;11.68;Fluminense;Atlético-MG;casa;bom;bom;;;;;;
Rodolfo Alves de Melo;30;gol;Provável;4.46;Fluminense;Atlético-MG;casa;bom;ruim;;;;;;
Sérgio Dutra Júnior;30;ata;Provável;4.15;Fluminense;Atlético-MG;casa;ruim;ruim;;;;;;
Marcos Junio Lima dos Santos;30;ata;Provável;6.7;Fluminense;Atlético-MG;casa;ruim;ruim;;;;;;
Igor de Carvalho Julião;30;lat;Provável;3.79;Fluminense;Atlético-MG;casa;ruim;bom;;;;;;
Paulo Ricardo Ferreira;30;zag;Provável;4.32;Fluminense;Atlético-MG;casa;bom;ruim;;;;;;
Douglas Moreira Fagundes;30;mei;Provável;3.09;Fluminense;Atlético-MG;casa;ruim;ruim;;;;;;
Marlon Rodrigues xavier;30;lat;Provável;3.38;Fluminense;Atlético-MG;casa;ruim;ruim;;;;;;
Daniel Sampaio Simões;30;mei;Provável;2.49;Fluminense;Atlético-MG;casa;ruim;ruim;;;;;;
Wesley Frazan Bernardo;30;zag;Provável;3.74;Fluminense;Atlético-MG;casa;bom;ruim;;;;;;
Renato Portaluppi;30;tec;Provável;15.24;Grêmio;América-MG ;fora;bom;ruim;;;;;;
Marcelo Oliveira Ferreira;30;lat;Dúvida;3.05;Grêmio;América-MG ;fora;ruim;ruim;;;;;;
Jonathan Doin;30;zag;Provável;7.48;Grêmio;América-MG ;fora;ruim;ruim;;;;;;
Paulo Victor Mileo Vidotti;30;gol;Provável;6.83;Grêmio;América-MG ;fora;bom;ruim;;;;;;
Madson Ferreira dos Santos;30;lat;Provável;5.59;Grêmio;América-MG ;fora;ruim;ruim;;;;;;
Walter Kannemann;30;zag;Provável;13.28;Grêmio;América-MG ;fora;bom;ruim;;;;;;
Thaciano Mickael da Silva;30;mei;Provável;2.87;Grêmio;América-MG ;fora;ruim;ruim;;;;;;
Eduardo Gabriel Aquino Cossa;30;ata;Provável;3.04;Grêmio;América-MG ;fora;ruim;ruim;;;;;;
Kaio Silva Mendes;30;mei;Provável;2.89;Grêmio;América-MG ;fora;ruim;ruim;;;;;;
Luis Antônio da Rocha Junior;30;lat;Dúvida;5.04;Grêmio;América-MG ;fora;ruim;ruim;;;;;;
Jean Pyerre Casagrande Silveira Correa;30;mei;Provável;4.82;Grêmio;América-MG ;fora;ruim;excelente;;;;;;
Matheus Henrique de Souza;30;mei;Provável;1.44;Grêmio;América-MG ;fora;ruim;ruim;;;;;;
Thonny Anderson da Silva Carvalho;30;mei;Provável;3.57;Grêmio;América-MG ;fora;ruim;ruim;;;;;;
Andrés Nicolas Dalessandro;30;mei;Provável;4.74;Internacional;Santos ;casa;ruim;ruim;;;;;;
Edenílson Andrade Dos Santos;30;mei;Provável;9.05;Internacional;Santos ;casa;ruim;ruim;;;;;;
Rodrigo Modesto da Silva Moledo;30;zag;Provável;11.78;Internacional;Santos ;casa;ruim;ruim;;;;;;
Marcelo Lomba do Nascimento;30;gol;Provável;8.44;Internacional;Santos ;casa;ruim;ruim;;;;;;
Rodrigo Dourado Cunha;30;mei;Provável;10.32;Internacional;Santos ;casa;ruim;ruim;;;;;;
Víctor Leandro Cuesta;30;zag;Provável;17.65;Internacional;Santos ;casa;bom;ruim;;;;;;
Fabiano Leissmann;30;lat;Provável;7.87;Internacional;Santos ;casa;ruim;ruim;;;;;;
Rosicley Pereira da Silva;30;ata;Provável;3.72;Internacional;Santos ;casa;ruim;ruim;;;;;;
Patrick Bezerra do Nascimento;30;mei;Provável;17.93;Internacional;Santos ;casa;bom;bom;;;;;;
Nicolás Federico López Alonso;30;ata;Provável;16.01;Internacional;Santos ;casa;ruim;bom;;;;;;
Odair Hellmann;30;tec;Provável;12.3;Internacional;Santos ;casa;bom;ruim;;;;;;
Iago Amaral Borduchi;30;lat;Provável;11.13;Internacional;Santos ;casa;ruim;ruim;;;;;;
Eduardo Luiz Abonizio de Souza;30;zag;Provável;5.04;Palmeiras;Ceará ;casa;ruim;ruim;;;;;;
Fernando Buttenbender Prass;30;gol;Dúvida;9.55;Palmeiras;Ceará ;casa;ruim;ruim;;;;;;
Felipe Melo de Carvalho;30;mei;Provável;3.01;Palmeiras;Ceará ;casa;ruim;ruim;;;;;;
Willian Gomes de Siqueira;30;ata;Provável;12.49;Palmeiras;Ceará ;casa;excelente;bom;;;;;;
Luiz Felipe Scolari;30;tec;Provável;14.4;Palmeiras;Ceará ;casa;bom;ruim;;;;;;
Jean Raphael Vanderlei Moreira;30;lat;Dúvida;5.77;Palmeiras;Ceará ;casa;ruim;ruim;;;;;;
Marcos Luis Rocha Aquino;30;lat;Dúvida;12.82;Palmeiras;Ceará ;casa;ruim;ruim;;;;;;
Moisés lima Magalhães;30;mei;Provável;5.49;Palmeiras;Ceará ;casa;ruim;ruim;;;;;;
Eduardo Pereira Rodrigues;30;ata;Provável;14.83;Palmeiras;Ceará ;casa;ruim;ruim;;;;;;
Weverton Pereira da Silva;30;gol;Dúvida;8.64;Palmeiras;Ceará ;casa;ruim;ruim;;;;;;
Thiago dos Santos;30;mei;Provável;8.41;Palmeiras;Ceará ;casa;ruim;ruim;;;;;;
Antônio Carlos Cunha Capocasali Júnior;30;zag;Provável;7.63;Palmeiras;Ceará ;casa;ruim;ruim;;;;;;
Miguel Angel Borja Hernandez;30;ata;Provável;10.41;Palmeiras;Ceará ;casa;bom;ruim;;;;;;
Victor Luis Chuab Zamblauskas;30;lat;Provável;8.42;Palmeiras;Ceará ;casa;ruim;ruim;;;;;;
Nicolás Omar Freire;30;zag;Dúvida;4.0;Palmeiras;Ceará ;casa;ruim;ruim;;;;;;
Silvio José Cardoso Reis Junior;30;ata;Provável;8.1;Paraná;Flamengo ;fora;ruim;ruim;;;;;;
Rayan Poltronieri Pereira;30;zag;Provável;2.88;Paraná;Flamengo ;fora;ruim;ruim;;;;;;
Richard de Oliveira da Costa;30;gol;Provável;2.92;Paraná;Flamengo ;fora;ruim;ruim;;;;;;
Joeliton Lima Santos;30;lat;Provável;3.44;Paraná;Flamengo ;fora;ruim;ruim;;;;;;
Alex Paulo Menezes Santana;30;mei;Provável;4.58;Paraná;Flamengo ;fora;ruim;ruim;;;;;;
Jesiel Cardoso Miranda;30;zag;Provável;2.88;Paraná;Flamengo ;fora;ruim;ruim;;;;;;
Igor Aquino da Silva;30;lat;Provável;2.7;Paraná;Flamengo ;fora;ruim;ruim;;;;;;
Ozealisson Santos Gomes;30;lat;Provável;8.25;Paraná;Flamengo ;fora;ruim;ruim;;;;;;
Rafael Santiago Gonçalves;30;ata;Provável;3.3;Paraná;Flamengo ;fora;ruim;ruim;;;;;;
Jhonny Lucas Flora Barboza;30;mei;Provável;3.88;Paraná;Flamengo ;fora;ruim;ruim;;;;;;
Andrey Nunes dos Santos;30;ata;Provável;0.77;Paraná;Flamengo ;fora;ruim;ruim;;;;;;
Alexi Stival;30;tec;Provável;10.94;Santos;Internacional ;fora;bom;ruim;;;;;;
Vanderlei Farias da Silva;30;gol;Provável;15.49;Santos;Internacional ;fora;ruim;bom;;;;;;
José Rodolfo Pires Ribeiro;30;lat;Provável;13.52;Santos;Internacional ;fora;ruim;ruim;;;;;;
Victor Ferraz Macedo;30;lat;Provável;10.42;Santos;Internacional ;fora;ruim;ruim;;;;;;
Alison Lopes Ferreira;30;mei;Provável;7.18;Santos;Internacional ;fora;ruim;ruim;;;;;;
Carlos Andrés Sanchez Arcosa;30;mei;Provável;10.92;Santos;Internacional ;fora;bom;bom;;;;;;
Gabriel Barbosa Almeida;30;ata;Provável;15.95;Santos;Internacional ;fora;ruim;excelente;;;;;;
Bruno Henrique Pinto;30;ata;Provável;8.9;Santos;Internacional ;fora;ruim;ruim;;;;;;
Lucas Veríssimo da Silva;30;zag;Provável;8.17;Santos;Internacional ;fora;ruim;ruim;;;;;;
Diego Cristiano Evaristo;30;mei;Provável;3.41;Santos;Internacional ;fora;ruim;ruim;;;;;;
Rodrygo Silva de Goes;30;ata;Provável;11.46;Santos;Internacional ;fora;ruim;ruim;;;;;;
Robson Alves de Barros;30;zag;Provável;2.95;Santos;Internacional ;fora;ruim;ruim;;;;;;
Michel Fernandes Bastos;30;mei;Provável;4.64;Sport;Vasco ;casa;ruim;ruim;;;;;;
Ernando Rodrigues Lopes;30;zag;Provável;4.42;Sport;Vasco ;casa;ruim;ruim;;;;;;
Hernane Vidal Souza;30;ata;Provável;4.5;Sport;Vasco ;casa;ruim;ruim;;;;;;
Gabriel Santana Pinto;30;mei;Provável;5.33;Sport;Vasco ;casa;ruim;ruim;;;;;;
Claudio Winck Neto;30;lat;Provável;6.66;Sport;Vasco ;casa;ruim;excelente;;;;;;
Marcos Antônio Almeida Silva;30;mei;Provável;3.99;Sport;Vasco ;casa;ruim;ruim;;;;;;
Jair Rodrigues Júnior;30;mei;Provável;5.0;Sport;Vasco ;casa;ruim;bom;;;;;;
Milton Mendes;30;tec;Provável;7.7;Sport;Vasco ;casa;ruim;ruim;;;;;;
Adryelson Shawann Lima Silva;30;zag;Provável;2.4;Sport;Vasco ;casa;ruim;ruim;;;;;;
Sander Henrique Bortolotto;30;lat;Provável;13.22;Sport;Vasco ;casa;ruim;excelente;;;;;;
Maílson Tenório dos Santos ;30;gol;Provável;4.45;Sport;Vasco ;casa;ruim;ruim;;;;;;
Mateus Gonçalves Martins;30;ata;Provável;3.43;Sport;Vasco ;casa;ruim;bom;;;;;;
Hudson Rodrigues dos Santos;30;mei;Provável;10.47;São Paulo;Atlético-PR;casa;bom;bom;;;;;;
Edimar Curitiba Fraga;30;lat;Provável;4.16;São Paulo;Atlético-PR;casa;ruim;ruim;;;;;;
Diego Souza de Andrade;30;mei;Provável;12.05;São Paulo;Atlético-PR;casa;bom;ruim;;;;;;
Joao Robin Rojas Mendoza;30;ata;Provável;10.76;São Paulo;Atlético-PR;casa;excelente;bom;;;;;;
Bruno Fabiano Alves;30;zag;Provável;11.24;São Paulo;Atlético-PR;casa;ruim;bom;;;;;;
Diego Vicente Aguirre Camblor;30;tec;Provável;12.72;São Paulo;Atlético-PR;casa;bom;bom;;;;;;
Bruno da Silva Peres;30;lat;Provável;9.06;São Paulo;Atlético-PR;casa;ruim;ruim;;;;;;
Reinaldo Manoel da Silva;30;lat;Provável;12.29;São Paulo;Atlético-PR;casa;excelente;bom;;;;;;
Jean Paulo Fernandes Filho;30;gol;Provável;6.4;São Paulo;Atlético-PR;casa;ruim;bom;;;;;;
Robert Abel Arboleda Escobar;30;zag;Provável;9.53;São Paulo;Atlético-PR;casa;ruim;bom;;;;;;
Gonzalo Rodrigo Carneiro;30;ata;Provável;3.13;São Paulo;Atlético-PR;casa;ruim;ruim;;;;;;
Luan Vinicius da Silva Santos;30;mei;Provável;1.5;São Paulo;Atlético-PR;casa;ruim;ruim;;;;;;
Leandro Castan da Silva;30;zag;Provável;6.02;Vasco;Sport ;fora;ruim;ruim;;;;;;
Fabricio dos Santos Silva;30;lat;Provável;4.73;Vasco;Sport ;fora;ruim;bom;;;;;;
Werley Ananias da Silva;30;zag;Provável;5.53;Vasco;Sport ;fora;ruim;bom;;;;;;
Maximiliano Gastón López;30;ata;Provável;8.2;Vasco;Sport ;fora;ruim;ruim;;;;;;
Ramon de Morais Motta;30;lat;Provável;8.08;Vasco;Sport ;fora;ruim;ruim;;;;;;
Martín Andrés Silva Leites;30;gol;Provável;6.8;Vasco;Sport ;fora;ruim;ruim;;;;;;
Luis Leandro Desábato;30;mei;Provável;7.14;Vasco;Sport ;fora;ruim;ruim;;;;;;
Glaybson Yago Souza Lisboa;30;lat;Provável;17.53;Vasco;Sport ;fora;ruim;ruim;;;;;;
Luiz Gustavo Tavares Conde;30;zag;Provável;4.85;Vasco;Sport ;fora;ruim;ruim;;;;;;
Andrés Lorenzo Ríos;30;ata;Provável;6.92;Vasco;Sport ;fora;ruim;ruim;;;;;;
Alberto Valentim do Carmo Neto;30;tec;Provável;9.49;Vasco;Sport ;fora;ruim;ruim;;;;;;
Willian Marlon Ferreira Moraes;30;mei;Dúvida;3.09;Vasco;Sport ;fora;ruim;bom;;;;;;
Bruno de Andrade Ritter;30;mei;Dúvida;1.96;Vasco;Sport ;fora;ruim;ruim;;;;;;
Paulo César Carpegiani;30;tec;Provável;8.65;Vitória;Corinthians ;casa;ruim;ruim;;;;;;
