atletas.nome;atletas.rodada_id;atletas.posicao_id;atletas.status_id;atletas.preco_num;atletas.clube.id.full.name;confronto.atual;sede.rodada.atual;classificacao_F;classificacao;;;;Bom ;Excelente;Ruim
Henrique Adriano Buss;29;zag;Provável;9.02;Corinthians;Santos ;fora;ruim;ruim;;;;;;
Ralf de Souza Telles;29;mei;Provável;7.51;Corinthians;Santos ;fora;ruim;ruim;;;;;;
Danilo Fernando Avelar;29;lat;Provável;5.89;Corinthians;Santos ;fora;ruim;ruim;;;;;;
Clayson Henrique da Silva Vieira;29;ata;Provável;8.78;Corinthians;Santos ;fora;ruim;ruim;;;;;;
Angel Rodrigo Romero Villamayor ;29;ata;Provável;9.83;Corinthians;Santos ;fora;ruim;ruim;;;;;;
Jair Ventura;29;tec;Provável;10.17;Corinthians;Santos ;fora;ruim;ruim;;;;;;
Douglas Augusto Soares Gomes;29;mei;Provável;4.06;Corinthians;Santos ;fora;ruim;ruim;;;;;;
Mateus da Silva Vital Assunção;29;mei;Provável;5.09;Corinthians;Santos ;fora;ruim;ruim;;;;;;
Leonardo Rodrigues dos Santos;29;zag;Provável;2.49;Corinthians;Santos ;fora;ruim;ruim;;;;;;
Luis Antônio Venker de Menezes;29;tec;Provável;10.35;Cruzeiro;Vasco ;fora;ruim;ruim;;;;;;
Fábio Deivson Lopes Maciel;29;gol;Provável;12.23;Cruzeiro;Vasco ;fora;bom;ruim;;;;;;
Henrique Pacheco de Lima;29;mei;Provável;7.97;Cruzeiro;Vasco ;fora;ruim;ruim;;;;;;
Thiago Neves Augusto;29;mei;Provável;8.84;Cruzeiro;Vasco ;fora;ruim;ruim;;;;;;
Édson Menndes Guimarães;29;lat;Provável;7.79;Cruzeiro;Vasco ;fora;ruim;ruim;;;;;;
Egídio de Araújo Pereira  Júnior ;29;lat;Provável;9.66;Cruzeiro;Vasco ;fora;bom;ruim;;;;;;
Leonardo Renan Simões de Lacerda;29;zag;Provável;7.17;Cruzeiro;Vasco ;fora;ruim;ruim;;;;;;
Anderson Vital da Silva;29;zag;Provável;11.2;Cruzeiro;Vasco ;fora;bom;ruim;;;;;;
Róbson Michael Signorini;29;mei;Provável;5.76;Cruzeiro;Vasco ;fora;ruim;ruim;;;;;;
Hernán Barcos;29;ata;Provável;6.82;Cruzeiro;Vasco ;fora;ruim;ruim;;;;;;
Alejandro Ariel Cabral;29;mei;Provável;5.49;Cruzeiro;Vasco ;fora;ruim;ruim;;;;;;
Giorgian Daniel de Arrascaeta Benedetti;29;mei;Provável;15.79;Cruzeiro;Vasco ;fora;bom;ruim;;;;;;
Dorival Silvestre Júnior;29;tec;Provável ;15.19;Flamengo;Fluminense ;casa;bom;bom;;;;;;
Luiz Rhodolfo Dini Gaioto;29;zag;Dúvida;7.6;Flamengo;Fluminense ;casa;ruim;bom;;;;;;
Éverton Augusto de Barros Ribeiro;29;mei;Provável ;8.42;Flamengo;Fluminense ;casa;ruim;bom;;;;;;
Réver Humberto Alves Araújo;29;zag;Dúvida;15.62;Flamengo;Fluminense ;casa;ruim;bom;;;;;;
Marcos Rogério Ricci Lopes;29;lat;Provável ;3.9;Flamengo;Fluminense ;casa;ruim;ruim;;;;;;
Gustavo Leonardo Cuellar Gallego;29;mei;Provável ;10.28;Flamengo;Fluminense ;casa;bom;bom;;;;;;
César Bernardo Dutra;29;gol;Provável ;4.77;Flamengo;Fluminense ;casa;ruim;bom;;;;;;
Fernando Uribe Hincapião;29;ata;Provável ;10.01;Flamengo;Fluminense ;casa;ruim;excelente;;;;;;
Victor Vinícius  Coelho dos Santos;29;ata;Provável ;15.28;Flamengo;Fluminense ;casa;ruim;bom;;;;;;
Renê Rodrigues Martins;29;lat;Provável ;15.02;Flamengo;Fluminense ;casa;ruim;bom;;;;;;
Willian Souza Arão da Silva;29;mei;Provável ;4.72;Flamengo;Fluminense ;casa;ruim;ruim;;;;;;
Leonardo Campos Duarte da Silva;29;zag;Provável ;10.9;Flamengo;Fluminense ;casa;ruim;excelente;;;;;;
Lucas Tolentino Coelho de Lima;29;mei;Provável ;21.3;Flamengo;Fluminense ;casa;ruim;ruim;;;;;;
Júlio CésarJacobi;29;gol;Provável;4.28;Fluminense;Flamengo ;fora;ruim;ruim;;;;;;
Marcelo de Oliveira Santos;29;tec;Provável;10.48;Fluminense;Flamengo ;fora;ruim;ruim;;;;;;
Rodrigo Júnior Paula Silva;29;zag;Provável;5.49;Fluminense;Flamengo ;fora;ruim;ruim;;;;;;
Welington Pereira Rodrigues;29;zag;Provável;5.71;Fluminense;Flamengo ;fora;ruim;ruim;;;;;;
Leonardo Moreira Morais;29;lat;Provável;4.62;Fluminense;Flamengo ;fora;ruim;ruim;;;;;;
Jadson Alves dos Santos;29;mei;Provável;7.65;Fluminense;Flamengo ;fora;bom;ruim;;;;;;
Luciano da Rocha Neves;29;ata;Provável;5.58;Fluminense;Flamengo ;fora;ruim;ruim;;;;;;
Richard Cándido Coelho;29;mei;Provável;14.87;Fluminense;Flamengo ;fora;bom;ruim;;;;;;
Júnior Nazareno Sornoza Moreira;29;mei;Provável;7.77;Fluminense;Flamengo ;fora;ruim;ruim;;;;;;
Ayrton Lucas Dantas de Medeiros;29;lat;Provável;11.13;Fluminense;Flamengo ;fora;ruim;bom;;;;;;
Everaldo Silva do Nascimento;29;ata;Provável;5.18;Fluminense;Flamengo ;fora;bom;ruim;;;;;;
Roger Ibañaez da Silva;29;zag;Provável;4.78;Fluminense;Flamengo ;fora;ruim;ruim;;;;;;
Douglas dos Santos;29;mei;Provável;5.28;Grêmio;Palmeiras;fora;ruim;ruim;;;;;;
Renato Portaluppi;29;tec;Provável;14.56;Grêmio;Palmeiras;fora;ruim;ruim;;;;;;
Marcelo Oliveira Ferreira;29;lat;Dúvida;2.91;Grêmio;Palmeiras;fora;ruim;ruim;;;;;;
André Felipe Ribeiro de Souza;29;ata;Dúvida;7.15;Grêmio;Palmeiras;fora;ruim;ruim;;;;;;
Jonathan Doin;29;zag;Provável;8.34;Grêmio;Palmeiras;fora;ruim;ruim;;;;;;
Paulo Victor Mileo Vidotti;29;gol;Provável;6.38;Grêmio;Palmeiras;fora;ruim;ruim;;;;;;
Mário Sérgio Santos Costa ;29;ata;Provável;10.67;Grêmio;Palmeiras;fora;ruim;ruim;;;;;;
Matheus Simonete Bressanelli;29;zag;Provável;8.73;Grêmio;Palmeiras;fora;ruim;ruim;;;;;;
Leonardo Gomes daConceição Silva;29;lat;Provável;4.57;Grêmio;Palmeiras;fora;ruim;ruim;;;;;;
Eduardo Gabriel Aquino Cossa;29;ata;Provável;3.25;Grêmio;Palmeiras;fora;ruim;ruim;;;;;;
Kaio Silva Mendes;29;mei;Dúvida;2.92;Grêmio;Palmeiras;fora;ruim;ruim;;;;;;
Luis Antônio da Rocha Junior;29;lat;Dúvida;5.86;Grêmio;Palmeiras;fora;ruim;ruim;;;;;;
Jean Pyerre Casagrande Silveira Correa;29;mei;Dúvida;2.27;Grêmio;Palmeiras;fora;ruim;ruim;;;;;;
Matheus Henrique de Souza;29;mei;Provável;1.04;Grêmio;Palmeiras;fora;ruim;ruim;;;;;;
Thonny Anderson da Silva Carvalho;29;mei;Dúvida;4.84;Grêmio;Palmeiras;fora;ruim;ruim;;;;;;
Andrés Nicolas Dalessandro;29;mei;Provável;5.4;Internacional;São Paulo ;casa;ruim;ruim;;;;;;
Edenílson Andrade Dos Santos;29;mei;Provável;8.66;Internacional;São Paulo ;casa;ruim;ruim;;;;;;
Marcelo Lomba do Nascimento;29;gol;Provável;7.82;Internacional;São Paulo ;casa;ruim;ruim;;;;;;
Leandro Damião da Silva dos Santos;29;ata;Dúvida;10.18;Internacional;São Paulo ;casa;ruim;excelente;;;;;;
William de Oliveira Pottker;29;ata;Dúvida;5.0;Internacional;São Paulo ;casa;ruim;ruim;;;;;;
Rodrigo Dourado Cunha;29;mei;Provável;10.32;Internacional;São Paulo ;casa;ruim;ruim;;;;;;
Víctor Leandro Cuesta;29;zag;Provável;18.79;Internacional;São Paulo ;casa;excelente;excelente;;;;;;
Fabiano Leissmann;29;lat;Provável;8.32;Internacional;São Paulo ;casa;ruim;ruim;;;;;;
Patrick Bezerra do Nascimento;29;mei;Provável;17.12;Internacional;São Paulo ;casa;ruim;bom;;;;;;
Nicolás Federico López Alonso;29;ata;Provável;16.66;Internacional;São Paulo ;casa;ruim;excelente;;;;;;
Emerson Raymundo Santos;29;zag;Provável;3.36;Internacional;São Paulo ;casa;ruim;ruim;;;;;;
Odair Hellmann;29;tec;Provável;12.44;Internacional;São Paulo ;casa;ruim;bom;;;;;;
Iago Amaral Borduchi;29;lat;Provável;11.09;Internacional;São Paulo ;casa;ruim;ruim;;;;;;
Eduardo Luiz Abonizio de Souza;29;zag;Provável;6.15;Palmeiras;Grêmio ;casa;ruim;ruim;;;;;;
Fernando Buttenbender Prass;29;gol;Dúvida;9.55;Palmeiras;Grêmio ;casa;ruim;ruim;;;;;;
Felipe Melo de Carvalho;29;mei;Provável;3.17;Palmeiras;Grêmio ;casa;ruim;ruim;;;;;;
Willian Gomes de Siqueira;29;ata;Dúvida;12.06;Palmeiras;Grêmio ;casa;ruim;bom;;;;;;
Luiz Felipe Scolari;29;tec;Provável;14.73;Palmeiras;Grêmio ;casa;ruim;bom;;;;;;
Jean Raphael Vanderlei Moreira;29;lat;Provável;6.53;Palmeiras;Grêmio ;casa;ruim;bom;;;;;;
Moisés lima Magalhães;29;mei;Dúvida;5.64;Palmeiras;Grêmio ;casa;ruim;ruim;;;;;;
Diogo Barbosa Mendanha;29;lat;Dúvida;9.64;Palmeiras;Grêmio ;casa;ruim;bom;;;;;;
Bruno Henrique Corsini;29;mei;Dúvida;10.13;Palmeiras;Grêmio ;casa;ruim;ruim;;;;;;
Weverton Pereira da Silva;29;gol;Dúvida;9.57;Palmeiras;Grêmio ;casa;bom;ruim;;;;;;
Antônio Carlos Cunha Capocasali Júnior;29;zag;Provável;8.19;Palmeiras;Grêmio ;casa;ruim;ruim;;;;;;
Lucas Rafael Araujo Lima;29;mei;Provável;7.78;Palmeiras;Grêmio ;casa;ruim;ruim;;;;;;
Hyoran Kaue Dalmoro;29;mei;Provável;5.34;Palmeiras;Grêmio ;casa;ruim;ruim;;;;;;
Victor Luis Chuab Zamblauskas;29;lat;Dúvida;8.5;Palmeiras;Grêmio ;casa;ruim;ruim;;;;;;
Gustavo Henrique Furtado Scarpa;29;mei;Dúvida;9.08;Palmeiras;Grêmio ;casa;ruim;ruim;;;;;;
Deyverson Brum Silva Acosta;29;ata;Provável;7.44;Palmeiras;Grêmio ;casa;ruim;excelente;;;;;;
Silvio José Cardoso Reis Junior;29;ata;Provável;7.94;Paraná;Bahia ;fora;ruim;ruim;;;;;;
Rayan Poltronieri Pereira;29;zag;Provável;2.51;Paraná;Bahia ;fora;ruim;ruim;;;;;;
Renê Ferreira dos Santos;29;zag;Provável;5.49;Paraná;Bahia ;fora;ruim;bom;;;;;;
Richard de Oliveira da Costa;29;gol;Provável;4.58;Paraná;Bahia ;fora;bom;bom;;;;;;
Claudinei dos Santos Oliveira;29;tec;Provável;8.7;Paraná;Bahia ;fora;ruim;ruim;;;;;;
Alex Paulo Menezes Santana;29;mei;Provável;4.25;Paraná;Bahia ;fora;ruim;ruim;;;;;;
Leandro Vilela Sales Teixeira;29;mei;Provável;4.44;Paraná;Bahia ;fora;ruim;ruim;;;;;;
Igor Aquino da Silva;29;lat;Provável;2.72;Paraná;Bahia ;fora;ruim;ruim;;;;;;
Carlos Jamisson Teles dos Santos Júnior;29;lat;Provável;0.94;Paraná;Bahia ;fora;ruim;ruim;;;;;;
Ozealisson Santos Gomes;29;lat;Provável;9.29;Paraná;Bahia ;fora;ruim;excelente;;;;;;
Rafael Santiago Gonçalves;29;ata;Provável;3.13;Paraná;Bahia ;fora;ruim;ruim;;;;;;
Deivid Anacleto de Souza;29;ata;Provável;2.0;Paraná;Bahia ;fora;ruim;ruim;;;;;;
Alexi Stival;29;tec;Provável;11.27;Santos;Corinthians ;casa;bom;bom;;;;;;
Vanderlei Farias da Silva;29;gol;Provável;15.78;Santos;Corinthians ;casa;ruim;bom;;;;;;
José Rodolfo Pires Ribeiro;29;lat;Provável;14.26;Santos;Corinthians ;casa;bom;excelente;;;;;;
Victor Ferraz Macedo;29;lat;Provável;11.74;Santos;Corinthians ;casa;ruim;excelente;;;;;;
Alison Lopes Ferreira;29;mei;Provável;7.55;Santos;Corinthians ;casa;ruim;ruim;;;;;;
Gustavo Henrique Vernes;29;zag;Provável;6.57;Santos;Corinthians ;casa;ruim;bom;;;;;;
Luiz Felipe do Nascimento dos Santos;29;zag;Provável;4.17;Santos;Corinthians ;casa;ruim;bom;;;;;;
Carlos Andrés Sanchez Arcosa;29;mei;Provável;9.81;Santos;Corinthians ;casa;ruim;ruim;;;;;;
Gabriel Barbosa Almeida;29;ata;Provável;14.95;Santos;Corinthians ;casa;ruim;bom;;;;;;
Bruno Henrique Pinto;29;ata;Provável;9.38;Santos;Corinthians ;casa;ruim;bom;;;;;;
Diego Cristiano Evaristo;29;mei;Provável;4.04;Santos;Corinthians ;casa;ruim;ruim;;;;;;
Arthur Gomes Lourenço;29;ata;Provável;2.57;Santos;Corinthians ;casa;bom;ruim;;;;;;
Michel Fernandes Bastos;29;mei;Dúvida;4.5;Sport;Atlético-PR;fora ;ruim;ruim;;;;;;
Ernando Rodrigues Lopes;29;zag;Provável;4.47;Sport;Atlético-PR;fora ;ruim;ruim;;;;;;
Hernane Vidal Souza;29;ata;Dúvida;4.41;Sport;Atlético-PR;fora ;ruim;ruim;;;;;;
Gabriel Santana Pinto;29;mei;Provável;5.32;Sport;Atlético-PR;fora ;ruim;ruim;;;;;;
Marcos Antônio Almeida Silva;29;mei;Provável;3.79;Sport;Atlético-PR;fora ;ruim;ruim;;;;;;
Johnath Marlone Azevedo da Silva;29;mei;Provável;8.17;Sport;Atlético-PR;fora ;ruim;ruim;;;;;;
Jair Rodrigues Júnior;29;mei;Provável;4.6;Sport;Atlético-PR;fora ;ruim;ruim;;;;;;
Raul Prata;29;lat;Provável;7.72;Sport;Atlético-PR;fora ;ruim;ruim;;;;;;
Milton Mendes;29;tec;Provável;6.83;Sport;Atlético-PR;fora ;ruim;ruim;;;;;;
Adryelson Shawann Lima Silva;29;zag;Provável;2.49;Sport;Atlético-PR;fora ;ruim;ruim;;;;;;
Sander Henrique Bortolotto;29;lat;Provável;11.61;Sport;Atlético-PR;fora ;ruim;ruim;;;;;;
Maílson Tenório dos Santos ;29;gol;Provável;5.2;Sport;Atlético-PR;fora ;ruim;ruim;;;;;;
Mateus Gonçalves Martins;29;ata;Provável;2.03;Sport;Atlético-PR;fora ;ruim;ruim;;;;;;
Anderson Luiz de Carvalho;29;mei;Provável;10.39;São Paulo;Internacional ;fora;ruim;ruim;;;;;;
Hudson Rodrigues dos Santos;29;mei;Provável;8.88;São Paulo;Internacional ;fora;ruim;ruim;;;;;;
Jucilei da Silva;29;mei;Provável;7.48;São Paulo;Internacional ;fora;ruim;ruim;;;;;;
Diego Souza de Andrade;29;mei;Provável;11.19;São Paulo;Internacional ;fora;ruim;ruim;;;;;;
Joao Robin Rojas Mendoza;29;ata;Provável;9.69;São Paulo;Internacional ;fora;ruim;ruim;;;;;;
Bruno Fabiano Alves;29;zag;Provável;9.09;São Paulo;Internacional ;fora;ruim;ruim;;;;;;
Diego Vicente Aguirre Camblor;29;tec;Provável;11.77;São Paulo;Internacional ;fora;bom;ruim;;;;;;
Rodrigo Caio Roquette Russo;29;zag;Provável;9.96;São Paulo;Internacional ;fora;ruim;ruim;;;;;;
Reinaldo Manoel da Silva;29;lat;Provável;11.92;São Paulo;Internacional ;fora;ruim;bom;;;;;;
Jean Paulo Fernandes Filho;29;gol;Provável;4.58;São Paulo;Internacional ;fora;ruim;ruim;;;;;;
Robert Abel Arboleda Escobar;29;zag;Provável;8.84;São Paulo;Internacional ;fora;ruim;ruim;;;;;;
Igor Matheus Liziero Pereira;29;lat;Provável;8.2;São Paulo;Internacional ;fora;ruim;excelente;;;;;;
Leandro Castan da Silva;29;zag;Provável;5.92;Vasco;Cruzeiro ;casa;ruim;ruim;;;;;;
Fabricio dos Santos Silva;29;lat;Provável;4.72;Vasco;Cruzeiro ;casa;ruim;bom;;;;;;
Werley Ananias da Silva;29;zag;Provável;5.32;Vasco;Cruzeiro ;casa;ruim;ruim;;;;;;
Maximiliano Gastón López;29;ata;Provável;9.57;Vasco;Cruzeiro ;casa;bom;bom;;;;;;
Rafael Galhardo de Souza;29;lat;Provável;2.59;Vasco;Cruzeiro ;casa;ruim;ruim;;;;;;
Ramon de Morais Motta;29;lat;Provável;9.04;Vasco;Cruzeiro ;casa;ruim;excelente;;;;;;
Martín Andrés Silva Leites;29;gol;Provável;6.8;Vasco;Cruzeiro ;casa;ruim;ruim;;;;;;
Glaybson Yago Souza Lisboa;29;lat;Provável;19.36;Vasco;Cruzeiro ;casa;excelente;excelente;;;;;;
Andrés Lorenzo Ríos;29;ata;Dúvida;7.53;Vasco;Cruzeiro ;casa;ruim;ruim;;;;;;
Alberto Valentim do Carmo Neto;29;tec;Provável;9.85;Vasco;Cruzeiro ;casa;ruim;bom;;;;;;
Bruno Cosendey Lobo Pinto;29;mei;Provável;3.55;Vasco;Cruzeiro ;casa;ruim;ruim;;;;;;
Bruno de Andrade Ritter;29;mei;Dúvida;1.99;Vasco;Cruzeiro ;casa;ruim;ruim;;;;;;
